neg,neu,pos,compound,sentiment
0.0,0.441,0.559,0.5859,Positive
0.0,0.875,0.125,0.5719,Positive
0.0,0.784,0.216,0.8591,Positive
0.028,0.798,0.174,0.996,Positive
0.0,0.87,0.13,0.8689,Positive
0.019,0.808,0.173,0.995,Positive
0.0,0.761,0.239,0.8442,Positive
0.007,0.885,0.108,0.9723,Positive
0.06,0.754,0.186,0.836,Positive
0.093,0.795,0.112,-0.0003,Neutral
0.0,0.904,0.096,0.9468,Positive
0.0,0.943,0.057,0.7351,Positive
0.0,0.96,0.04,0.5267,Positive
0.014,0.863,0.122,0.9951,Positive
0.009,0.838,0.153,0.9855,Positive
0.011,0.872,0.117,0.9153,Positive
0.0,0.88,0.12,0.7269,Positive
0.029,0.807,0.164,0.9875,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.848,0.152,0.6369,Positive
0.0,0.695,0.305,0.802,Positive
0.0,0.903,0.097,0.9356,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.847,0.153,0.8225,Positive
0.0,0.842,0.158,0.9022,Positive
0.0,0.584,0.416,0.7506,Positive
0.0,0.761,0.239,0.9732,Positive
0.036,0.889,0.075,0.8064,Positive
0.028,0.714,0.257,0.9371,Positive
0.042,0.802,0.156,0.9855,Positive
0.0,0.47,0.53,0.9313,Positive
0.0,0.748,0.252,0.4019,Positive
0.192,0.808,0.0,-0.2263,Negative
0.0,0.954,0.046,0.2732,Positive
0.026,0.769,0.205,0.9665,Positive
0.0,0.7,0.3,0.9666,Positive
0.013,0.829,0.157,0.987,Positive
0.0,0.917,0.083,0.9118,Positive
0.0,0.829,0.171,0.9821,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.847,0.153,0.743,Positive
0.0,0.857,0.143,0.8402,Positive
0.065,0.734,0.201,0.9981,Positive
0.0,0.93,0.07,0.4215,Positive
0.012,0.842,0.146,0.9423,Positive
0.08,0.803,0.117,0.477,Positive
0.02,0.831,0.149,0.8979,Positive
0.0,0.765,0.235,0.5106,Positive
0.0,0.805,0.195,0.5267,Positive
0.019,0.878,0.103,0.9432,Positive
0.0,0.857,0.143,0.969,Positive
0.081,0.788,0.131,0.753,Positive
0.054,0.891,0.054,0.0,Neutral
0.0,0.836,0.164,0.8225,Positive
0.041,0.885,0.074,0.2732,Positive
0.0,0.829,0.171,0.9776,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.833,0.167,0.34,Positive
0.0,0.925,0.075,0.6893,Positive
0.011,0.884,0.105,0.9792,Positive
0.0,0.914,0.086,0.6124,Positive
0.0,0.755,0.245,0.7783,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.899,0.101,0.8555,Positive
0.026,0.85,0.125,0.9403,Positive
0.027,0.9,0.073,0.7768,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.866,0.134,0.9493,Positive
0.036,0.899,0.064,0.7532,Positive
0.0,0.75,0.25,0.9858,Positive
0.021,0.621,0.358,0.9901,Positive
0.132,0.697,0.172,-0.0343,Neutral
0.047,0.712,0.241,0.886,Positive
0.0,0.869,0.131,0.98,Positive
0.0,0.814,0.186,0.969,Positive
0.0,0.849,0.151,0.9805,Positive
0.0,0.91,0.09,0.9423,Positive
0.089,0.777,0.134,0.958,Positive
0.0,0.857,0.143,0.6523,Positive
0.0,0.741,0.259,0.2732,Positive
0.016,0.907,0.077,0.7783,Positive
0.0,0.823,0.177,0.936,Positive
0.009,0.827,0.164,0.9781,Positive
0.0,0.912,0.088,0.3612,Positive
0.0,0.875,0.125,0.8656,Positive
0.0,0.781,0.219,0.9686,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.821,0.179,0.93,Positive
0.149,0.762,0.09,-0.4767,Negative
0.0,0.833,0.167,0.875,Positive
0.0,0.91,0.09,0.8779,Positive
0.01,0.834,0.156,0.9844,Positive
0.0,0.768,0.232,0.98,Positive
0.085,0.915,0.0,-0.5485,Negative
0.035,0.91,0.055,0.3915,Positive
0.0,0.847,0.153,0.9766,Positive
0.0,0.944,0.056,0.5994,Positive
0.0,0.773,0.227,0.9598,Positive
0.065,0.812,0.123,0.9287,Positive
0.0,0.787,0.213,0.8957,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.69,0.31,0.9835,Positive
0.0,0.928,0.072,0.5553,Positive
0.0,0.804,0.196,0.9081,Positive
0.659,0.341,0.0,-0.9474,Negative
0.0,0.922,0.078,0.6808,Positive
0.0,0.951,0.049,0.3612,Positive
0.0,0.782,0.218,0.9729,Positive
0.028,0.821,0.15,0.9856,Positive
0.0,0.833,0.167,0.9854,Positive
0.017,0.8,0.183,0.9818,Positive
0.074,0.76,0.166,0.9642,Positive
0.011,0.967,0.022,0.296,Positive
0.066,0.725,0.209,0.9877,Positive
0.0,0.667,0.333,0.3612,Positive
0.0,0.767,0.233,0.9706,Positive
0.014,0.736,0.25,0.9964,Positive
0.0,0.847,0.153,0.9552,Positive
0.0,0.929,0.071,0.8645,Positive
0.0,0.9,0.1,0.8625,Positive
0.022,0.937,0.041,0.2023,Positive
0.005,0.871,0.124,0.99,Positive
0.025,0.849,0.127,0.9593,Positive
0.067,0.789,0.145,0.9201,Positive
0.0,0.794,0.206,0.9895,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.756,0.244,0.9636,Positive
0.022,0.833,0.145,0.8935,Positive
0.0,0.797,0.203,0.6808,Positive
0.0,0.898,0.102,0.6369,Positive
0.0,0.678,0.322,0.872,Positive
0.0,0.832,0.168,0.9821,Positive
0.0,0.641,0.359,0.4215,Positive
0.0,1.0,0.0,0.0,Neutral
0.021,0.82,0.158,0.967,Positive
0.0,0.811,0.189,0.2732,Positive
0.054,0.781,0.165,0.9286,Positive
0.0,0.711,0.289,0.9895,Positive
0.0,0.856,0.144,0.8687,Positive
0.027,0.876,0.097,0.9436,Positive
0.0,0.784,0.216,0.9217,Positive
0.011,0.861,0.128,0.9678,Positive
0.0,0.794,0.206,0.9638,Positive
0.0,0.853,0.147,0.9106,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.896,0.104,0.8473,Positive
0.0,0.801,0.199,0.7717,Positive
0.192,0.808,0.0,-0.2263,Negative
0.06,0.617,0.323,0.9945,Positive
0.0,1.0,0.0,0.0,Neutral
0.02,0.878,0.102,0.8689,Positive
0.043,0.826,0.131,0.7579,Positive
0.012,0.856,0.132,0.9678,Positive
0.01,0.938,0.052,0.9056,Positive
0.0,0.815,0.185,0.9859,Positive
0.0,0.861,0.139,0.2732,Positive
0.024,0.84,0.136,0.8885,Positive
0.0,0.692,0.308,0.8786,Positive
0.0,0.821,0.179,0.9565,Positive
0.031,0.771,0.198,0.9186,Positive
0.0,0.908,0.092,0.6808,Positive
0.0,0.938,0.062,0.4404,Positive
0.007,0.886,0.107,0.9723,Positive
0.0,0.85,0.15,0.986,Positive
0.09,0.866,0.044,-0.3818,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,0.787,0.213,0.9712,Positive
0.031,0.824,0.144,0.9902,Positive
0.0,0.885,0.115,0.9652,Positive
0.0,0.898,0.102,0.1779,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.799,0.201,0.9899,Positive
0.013,0.841,0.145,0.9788,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.591,0.409,0.9716,Positive
0.01,0.84,0.151,0.9833,Positive
0.03,0.909,0.061,0.3612,Positive
0.0,0.96,0.04,0.3182,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.671,0.329,0.6597,Positive
0.168,0.629,0.203,0.25,Positive
0.0,0.802,0.198,0.8625,Positive
0.0,0.769,0.231,0.9758,Positive
0.018,0.915,0.067,0.9136,Positive
0.0,0.87,0.13,0.9823,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.711,0.289,0.9217,Positive
0.0,0.886,0.114,0.937,Positive
0.042,0.851,0.107,0.7793,Positive
0.0,0.772,0.228,0.9559,Positive
0.018,0.808,0.174,0.9081,Positive
0.0,0.891,0.109,0.6739,Positive
0.009,0.976,0.015,0.0772,Positive
0.021,0.828,0.151,0.9761,Positive
0.006,0.943,0.051,0.9371,Positive
0.061,0.818,0.121,0.6621,Positive
0.0,1.0,0.0,0.0,Neutral
0.067,0.823,0.11,0.5719,Positive
0.008,0.883,0.109,0.9403,Positive
0.0,0.935,0.065,0.6705,Positive
0.019,0.729,0.253,0.9766,Positive
0.0,0.88,0.12,0.6369,Positive
0.0,0.668,0.332,0.9425,Positive
0.0,0.727,0.273,0.9877,Positive
0.044,0.598,0.359,0.93,Positive
0.111,0.808,0.08,-0.6808,Negative
0.035,0.904,0.061,0.5267,Positive
0.027,0.807,0.166,0.891,Positive
0.0,0.915,0.085,0.886,Positive
0.0,0.819,0.181,0.9565,Positive
0.058,0.831,0.111,0.7739,Positive
0.0,0.88,0.12,0.9201,Positive
0.028,0.8,0.172,0.9989,Positive
0.0,0.721,0.279,0.9903,Positive
0.0,0.821,0.179,0.9565,Positive
0.033,0.945,0.022,-0.4404,Negative
0.02,0.911,0.068,0.8467,Positive
0.092,0.761,0.148,0.4905,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.819,0.181,0.9565,Positive
0.0,1.0,0.0,0.0,Neutral
0.025,0.866,0.109,0.9403,Positive
0.0,0.772,0.228,0.9559,Positive
0.021,0.748,0.231,0.9887,Positive
0.055,0.795,0.15,0.973,Positive
0.0,0.876,0.124,0.7672,Positive
0.013,0.823,0.163,0.9853,Positive
0.0,0.928,0.072,0.3612,Positive
0.0,0.705,0.295,0.9924,Positive
0.009,0.699,0.292,0.9991,Positive
0.0,0.956,0.044,0.1779,Positive
0.086,0.69,0.224,0.9982,Positive
0.0,0.94,0.06,0.9106,Positive
0.02,0.879,0.102,0.7506,Positive
0.0,0.629,0.371,0.9648,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.041,0.773,0.186,0.9903,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.935,0.065,0.8555,Positive
0.012,0.976,0.012,0.2732,Positive
0.0,1.0,0.0,0.0,Neutral
0.011,0.958,0.031,0.6115,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.915,0.085,0.4201,Positive
0.0,1.0,0.0,0.0,Neutral
0.055,0.804,0.142,0.7783,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.871,0.129,0.8074,Positive
0.046,0.786,0.169,0.9601,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.826,0.174,0.6887,Positive
0.012,0.95,0.038,0.6049,Positive
0.008,0.937,0.055,0.9481,Positive
0.0,0.9,0.1,0.7269,Positive
0.0,0.925,0.075,0.9468,Positive
0.0,1.0,0.0,0.0,Neutral
0.03,0.863,0.106,0.8025,Positive
0.0,1.0,0.0,0.0,Neutral
0.015,0.865,0.121,0.9337,Positive
0.044,0.793,0.163,0.9783,Positive
0.022,0.834,0.144,0.8979,Positive
0.0,0.767,0.233,0.9079,Positive
0.013,0.798,0.189,0.9778,Positive
0.064,0.87,0.067,0.0258,Neutral
0.0,0.921,0.079,0.5423,Positive
0.0,0.76,0.24,0.9843,Positive
0.046,0.722,0.232,0.9633,Positive
0.052,0.91,0.038,-0.5878,Negative
0.061,0.825,0.113,0.296,Positive
0.0,0.727,0.273,0.91,Positive
0.0,0.814,0.186,0.926,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.861,0.139,0.5719,Positive
0.008,0.879,0.113,0.9723,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.022,0.813,0.165,0.9402,Positive
0.0,0.844,0.156,0.9477,Positive
0.012,0.855,0.133,0.9678,Positive
0.0,0.862,0.138,0.6908,Positive
0.0,0.788,0.212,0.9787,Positive
0.0,0.878,0.122,0.9491,Positive
0.0,0.866,0.134,0.9831,Positive
0.0,0.752,0.248,0.9882,Positive
0.0,0.835,0.165,0.9861,Positive
0.0,0.841,0.159,0.5994,Positive
0.048,0.874,0.078,0.7912,Positive
0.015,0.885,0.1,0.9413,Positive
0.0,0.754,0.246,0.8316,Positive
0.086,0.69,0.224,0.9982,Positive
0.007,0.846,0.147,0.9986,Positive
0.034,0.786,0.181,0.8791,Positive
0.023,0.85,0.127,0.9777,Positive
0.0,0.9,0.1,0.4404,Positive
0.0,0.936,0.064,0.5719,Positive
0.007,0.902,0.091,0.957,Positive
0.076,0.789,0.135,0.9069,Positive
0.0,0.69,0.31,0.743,Positive
0.0,0.781,0.219,0.9442,Positive
0.066,0.825,0.108,0.6312,Positive
0.031,0.926,0.044,0.6749,Positive
0.0,1.0,0.0,0.0,Neutral
0.016,0.724,0.26,0.9958,Positive
0.0,1.0,0.0,0.0,Neutral
0.057,0.689,0.254,0.9442,Positive
0.0,1.0,0.0,0.0,Neutral
0.033,0.91,0.057,0.7639,Positive
0.0,0.854,0.146,0.7579,Positive
0.0,0.829,0.171,0.9821,Positive
0.036,0.771,0.193,0.8481,Positive
0.0,0.742,0.258,0.9786,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.846,0.154,0.8591,Positive
0.011,0.733,0.255,0.9922,Positive
0.0,1.0,0.0,0.0,Neutral
0.045,0.679,0.276,0.8807,Positive
0.0,1.0,0.0,0.0,Neutral
0.043,0.808,0.149,0.991,Positive
0.0,0.848,0.152,0.9022,Positive
0.0,1.0,0.0,0.0,Neutral
0.006,0.755,0.238,0.9944,Positive
0.014,0.842,0.144,0.9623,Positive
0.015,0.873,0.112,0.93,Positive
0.018,0.89,0.092,0.8176,Positive
0.0,0.8,0.2,0.9565,Positive
0.017,0.765,0.217,0.988,Positive
0.0,1.0,0.0,0.0,Neutral
0.043,0.777,0.18,0.9954,Positive
0.037,0.869,0.094,0.7506,Positive
0.0,0.828,0.172,0.7964,Positive
0.03,0.801,0.169,0.9794,Positive
0.0,0.624,0.376,0.9824,Positive
0.0,0.765,0.235,0.9681,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.873,0.127,0.743,Positive
0.064,0.652,0.285,0.9867,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.84,0.16,0.9217,Positive
0.0,0.782,0.218,0.9817,Positive
0.0,1.0,0.0,0.0,Neutral
0.045,0.768,0.187,0.9674,Positive
0.041,0.774,0.185,0.9278,Positive
0.016,0.861,0.123,0.9806,Positive
0.039,0.875,0.086,0.7845,Positive
0.0,0.874,0.126,0.0772,Positive
0.0,0.933,0.067,0.5574,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.888,0.112,0.4404,Positive
0.225,0.775,0.0,-0.8208,Negative
0.0,0.789,0.211,0.802,Positive
0.135,0.792,0.072,-0.8945,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.038,0.835,0.127,0.9623,Positive
0.0,0.925,0.075,0.4404,Positive
0.0,1.0,0.0,0.0,Neutral
0.187,0.596,0.217,0.1779,Positive
0.0,0.851,0.149,0.2732,Positive
0.036,0.828,0.136,0.9735,Positive
0.007,0.844,0.149,0.9896,Positive
0.0,0.706,0.294,0.6124,Positive
0.035,0.723,0.241,0.9854,Positive
0.018,0.783,0.199,0.9812,Positive
0.0,0.641,0.359,0.4215,Positive
0.053,0.75,0.197,0.7125,Positive
0.0,0.725,0.275,0.946,Positive
0.039,0.8,0.161,0.9833,Positive
0.0,0.824,0.176,0.7184,Positive
0.106,0.843,0.051,-0.3182,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,0.87,0.13,0.9209,Positive
0.0,0.877,0.123,0.8805,Positive
0.093,0.825,0.082,-0.5848,Negative
0.033,0.771,0.197,0.9337,Positive
0.01,0.851,0.139,0.9893,Positive
0.0,0.799,0.201,0.743,Positive
0.082,0.711,0.206,0.9806,Positive
0.041,0.742,0.216,0.8779,Positive
0.007,0.9,0.093,0.9682,Positive
0.0,1.0,0.0,0.0,Neutral
0.034,0.807,0.16,0.9313,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.019,0.729,0.253,0.9766,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.923,0.077,0.4404,Positive
0.0,0.96,0.04,0.9381,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.733,0.267,0.9765,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.9,0.1,0.4404,Positive
0.0,1.0,0.0,0.0,Neutral
0.062,0.768,0.171,0.971,Positive
0.018,0.801,0.181,0.9547,Positive
0.0,0.862,0.138,0.9729,Positive
0.0,0.664,0.336,0.8625,Positive
0.0,0.78,0.22,0.9715,Positive
0.0,0.861,0.139,0.9117,Positive
0.0,0.862,0.138,0.1531,Positive
0.0,0.83,0.17,0.7906,Positive
0.004,0.909,0.087,0.9674,Positive
0.0,0.951,0.049,0.4753,Positive
0.0,1.0,0.0,0.0,Neutral
0.015,0.897,0.088,0.9588,Positive
0.0,0.841,0.159,0.802,Positive
0.0,1.0,0.0,0.0,Neutral
0.283,0.717,0.0,-0.8647,Negative
0.0,0.799,0.201,0.9607,Positive
0.049,0.851,0.1,0.8904,Positive
0.021,0.979,0.0,-0.1027,Negative
0.0,0.855,0.145,0.9748,Positive
0.036,0.769,0.195,0.9958,Positive
0.017,0.599,0.383,0.9839,Positive
0.0,0.703,0.297,0.9648,Positive
0.04,0.746,0.214,0.9988,Positive
0.026,0.851,0.123,0.8948,Positive
0.034,0.8,0.166,0.8957,Positive
0.0,0.876,0.124,0.6249,Positive
0.064,0.711,0.226,0.9953,Positive
0.105,0.682,0.213,0.9958,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.828,0.172,0.4404,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.641,0.359,0.4215,Positive
0.022,0.833,0.145,0.8935,Positive
0.0,1.0,0.0,0.0,Neutral
0.032,0.844,0.125,0.9687,Positive
0.046,0.716,0.238,0.9643,Positive
0.0,0.91,0.09,0.765,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.906,0.094,0.6369,Positive
0.024,0.814,0.161,0.9757,Positive
0.005,0.844,0.152,0.9974,Positive
0.026,0.833,0.141,0.9765,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.782,0.218,0.5994,Positive
0.019,0.83,0.151,0.9287,Positive
0.052,0.817,0.13,0.8316,Positive
0.0,0.83,0.17,0.9839,Positive
0.0,1.0,0.0,0.0,Neutral
0.04,0.862,0.098,0.8831,Positive
0.022,0.819,0.159,0.9926,Positive
0.0,0.674,0.326,0.4404,Positive
0.025,0.863,0.112,0.8927,Positive
0.0,0.897,0.103,0.34,Positive
0.013,0.842,0.144,0.9109,Positive
0.0,0.891,0.109,0.6808,Positive
0.0,0.851,0.149,0.7003,Positive
0.0,0.829,0.171,0.8779,Positive
0.0,0.796,0.204,0.7845,Positive
0.0,0.859,0.141,0.9676,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.918,0.082,0.7096,Positive
0.212,0.718,0.071,-0.9217,Negative
0.061,0.769,0.17,0.971,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.919,0.081,0.875,Positive
0.029,0.971,0.0,-0.4226,Negative
0.0,0.942,0.058,0.4019,Positive
0.013,0.757,0.23,0.9985,Positive
0.0,0.753,0.247,0.9903,Positive
0.0,0.823,0.177,0.9442,Positive
0.0,0.667,0.333,0.25,Positive
0.018,0.82,0.162,0.9393,Positive
0.03,0.627,0.344,0.9915,Positive
0.0,0.767,0.233,0.9079,Positive
0.0,0.821,0.179,0.9296,Positive
0.0,0.879,0.121,0.9778,Positive
0.022,0.82,0.158,0.9246,Positive
0.067,0.836,0.097,0.3109,Positive
0.014,0.879,0.107,0.9246,Positive
0.036,0.964,0.0,-0.3612,Negative
0.021,0.86,0.119,0.9688,Positive
0.0,0.941,0.059,0.4019,Positive
0.0,0.911,0.089,0.8832,Positive
0.032,0.879,0.089,0.8284,Positive
0.0,0.825,0.175,0.9747,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.06,0.868,0.072,0.4401,Positive
0.0,1.0,0.0,0.0,Neutral
0.066,0.706,0.228,0.9042,Positive
0.106,0.629,0.266,0.9042,Positive
0.015,0.744,0.241,0.9847,Positive
0.0,0.661,0.339,0.9062,Positive
0.0,0.757,0.243,0.9617,Positive
0.0,1.0,0.0,0.0,Neutral
0.028,0.866,0.106,0.964,Positive
0.011,0.817,0.172,0.9816,Positive
0.017,0.885,0.098,0.8807,Positive
0.0,0.687,0.313,0.9944,Positive
0.0,0.669,0.331,0.9741,Positive
0.0,0.829,0.171,0.7579,Positive
0.0,1.0,0.0,0.0,Neutral
0.075,0.638,0.287,0.9531,Positive
0.007,0.905,0.088,0.9643,Positive
0.0,1.0,0.0,0.0,Neutral
0.053,0.791,0.156,0.9943,Positive
0.0,0.865,0.135,0.4215,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.795,0.205,0.5574,Positive
0.0,0.743,0.257,0.9965,Positive
0.0,0.877,0.123,0.8879,Positive
0.0,0.521,0.479,0.9545,Positive
0.018,0.855,0.127,0.959,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.823,0.177,0.9442,Positive
0.0,0.924,0.076,0.5423,Positive
0.0,0.93,0.07,0.765,Positive
0.035,0.907,0.058,0.1943,Positive
0.024,0.834,0.142,0.8849,Positive
0.0,0.831,0.169,0.9565,Positive
0.018,0.876,0.106,0.9001,Positive
0.0,0.833,0.167,0.5859,Positive
0.0,0.905,0.095,0.749,Positive
0.0,0.861,0.139,0.7003,Positive
0.0,0.761,0.239,0.976,Positive
0.045,0.782,0.173,0.9186,Positive
0.01,0.823,0.167,0.981,Positive
0.105,0.836,0.058,-0.3818,Negative
0.0,1.0,0.0,0.0,Neutral
0.053,0.752,0.195,0.9803,Positive
0.0,0.733,0.267,0.7964,Positive
0.008,0.853,0.139,0.9966,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.819,0.181,0.8979,Positive
0.0,0.864,0.136,0.9859,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.768,0.232,0.9678,Positive
0.0,0.625,0.375,0.8555,Positive
0.019,0.807,0.173,0.9393,Positive
0.0,0.892,0.108,0.7269,Positive
0.023,0.938,0.038,0.25,Positive
0.0,0.843,0.157,0.6808,Positive
0.0,0.511,0.489,0.7717,Positive
0.079,0.81,0.11,0.9954,Positive
0.0,0.92,0.08,0.7003,Positive
0.0,1.0,0.0,0.0,Neutral
0.087,0.738,0.175,0.9988,Positive
0.023,0.794,0.183,0.9887,Positive
0.028,0.614,0.358,0.9498,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.953,0.047,0.4404,Positive
0.11,0.47,0.42,0.9169,Positive
0.017,0.792,0.192,0.9877,Positive
0.046,0.784,0.17,0.8979,Positive
0.113,0.714,0.173,0.4576,Positive
0.0,0.786,0.214,0.9937,Positive
0.041,0.814,0.145,0.9797,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.8,0.2,0.9516,Positive
0.0,0.731,0.269,0.969,Positive
0.016,0.903,0.081,0.836,Positive
0.0,1.0,0.0,0.0,Neutral
0.028,0.751,0.221,0.9744,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.937,0.063,0.7506,Positive
0.0,0.831,0.169,0.7269,Positive
0.029,0.876,0.096,0.9352,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.922,0.078,0.9217,Positive
0.0,0.888,0.112,0.5859,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.809,0.191,0.886,Positive
0.01,0.896,0.094,0.9299,Positive
0.042,0.771,0.187,0.8983,Positive
0.04,0.792,0.168,0.802,Positive
0.0,0.941,0.059,0.7876,Positive
0.0,0.779,0.221,0.9545,Positive
0.0,0.793,0.207,0.99,Positive
0.0,0.791,0.209,0.9746,Positive
0.031,0.913,0.056,0.8593,Positive
0.025,0.854,0.121,0.9755,Positive
0.061,0.672,0.268,0.9921,Positive
0.024,0.884,0.091,0.9689,Positive
0.013,0.738,0.249,0.995,Positive
0.039,0.825,0.136,0.6908,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.843,0.157,0.8807,Positive
0.0,0.851,0.149,0.7003,Positive
0.0,1.0,0.0,0.0,Neutral
0.067,0.687,0.246,0.8341,Positive
0.092,0.841,0.068,-0.4939,Negative
0.018,0.748,0.234,0.9942,Positive
0.015,0.853,0.132,0.9902,Positive
0.0,0.9,0.1,0.4404,Positive
0.0,0.825,0.175,0.7506,Positive
0.0,1.0,0.0,0.0,Neutral
0.038,0.724,0.238,0.9981,Positive
0.0,0.918,0.082,0.7845,Positive
0.0,0.944,0.056,0.4588,Positive
0.015,0.854,0.131,0.9633,Positive
0.009,0.825,0.166,0.9969,Positive
0.059,0.869,0.071,0.4401,Positive
0.052,0.768,0.18,0.9761,Positive
0.034,0.714,0.252,0.9858,Positive
0.0,0.899,0.101,0.9231,Positive
0.0,0.613,0.387,0.9794,Positive
0.02,0.879,0.102,0.7506,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.733,0.267,0.9118,Positive
0.0,0.857,0.143,0.3612,Positive
0.0,0.926,0.074,0.5423,Positive
0.0,1.0,0.0,0.0,Neutral
0.019,0.698,0.283,0.9606,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.847,0.153,0.4404,Positive
0.0,0.967,0.033,0.6597,Positive
0.023,0.932,0.045,0.559,Positive
0.0,0.742,0.258,0.9493,Positive
0.044,0.687,0.269,0.996,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.764,0.236,0.91,Positive
0.0,0.742,0.258,0.9462,Positive
0.013,0.798,0.188,0.9975,Positive
0.005,0.879,0.116,0.9746,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.732,0.268,0.9231,Positive
0.0,0.873,0.127,0.7506,Positive
0.0,0.917,0.083,0.6249,Positive
0.0,0.75,0.25,0.25,Positive
0.017,0.867,0.116,0.9781,Positive
0.0,0.888,0.112,0.4404,Positive
0.018,0.931,0.051,0.4404,Positive
0.027,0.932,0.041,0.3818,Positive
0.03,0.919,0.051,0.631,Positive
0.11,0.584,0.306,0.8779,Positive
0.128,0.671,0.201,0.296,Positive
0.0,0.939,0.061,0.7264,Positive
0.0,0.712,0.288,0.9317,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.931,0.069,0.705,Positive
0.0,0.928,0.072,0.8002,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.954,0.046,0.1779,Positive
0.018,0.711,0.271,0.9845,Positive
0.027,0.593,0.38,0.9789,Positive
0.025,0.827,0.148,0.9984,Positive
0.0,0.6,0.4,0.25,Positive
0.0,0.849,0.151,0.9805,Positive
0.0,0.731,0.269,0.9673,Positive
0.016,0.81,0.174,0.9963,Positive
0.018,0.869,0.114,0.9972,Positive
0.0,0.588,0.412,0.6369,Positive
0.05,0.95,0.0,-0.34,Negative
0.105,0.836,0.058,-0.3818,Negative
0.0,0.785,0.215,0.6666,Positive
0.0,0.826,0.174,0.978,Positive
0.033,0.85,0.117,0.9995,Positive
0.0,0.776,0.224,0.9287,Positive
0.0,0.779,0.221,0.9545,Positive
0.0,0.909,0.091,0.6124,Positive
0.0,0.794,0.206,0.981,Positive
0.0,0.667,0.333,0.3612,Positive
0.0,1.0,0.0,0.0,Neutral
0.033,0.894,0.073,0.8902,Positive
0.022,0.843,0.135,0.9814,Positive
